id,user_id_trustor,user_id_trustee,trust_value
1562,1232,1505,1
1563,1232,95,1
1564,1232,1019,1
1565,1233,1618,1
1566,1538,164,1
1567,1243,1223,1
1568,1244,115,1
1569,1249,1072,1
1570,1249,79,1
1571,1249,791,1
1572,1249,282,1
1573,1249,362,1
1574,1249,1153,1
1575,1249,739,1
1576,1249,426,1
1577,1249,428,1
1578,1249,422,1
1579,1249,315,1
1580,1249,1165,1
1581,1252,95,1
1582,1252,1089,1
1583,1255,999,1
1584,1255,1147,1
1585,1591,989,1
1586,1619,147,1
1587,1262,1360,1
1588,1269,175,1
1589,1269,684,1
1590,1269,1620,1
1591,1269,774,1
1592,1272,345,1
1593,1273,905,1
1594,1275,532,1
1595,1621,1622,1
1596,1276,883,1
1597,1276,509,1
1598,1276,1203,1
1599,1278,1623,1
1600,1278,832,1
1601,1278,241,1
1602,1278,986,1
1603,1278,1624,1
1604,1278,1344,1
1605,1278,1625,1
1606,1278,114,1
1607,1278,1505,1
1608,1278,1531,1
1609,1281,272,1
1610,1281,1541,1
1611,1282,320,1
1612,1288,806,1
1613,1288,154,1
1614,1288,361,1
1615,1288,433,1
1616,1288,1331,1
1617,1288,284,1
1618,1288,898,1
1619,1288,1507,1
1620,1288,165,1
1621,1288,372,1
1622,1288,516,1
1623,1288,1468,1
1624,1289,320,1
1625,1289,509,1
1626,1289,628,1
1627,1292,324,1
1628,1292,95,1
1629,1295,425,1
1630,1298,1500,1
1631,1298,161,1
1632,1298,489,1
1633,1299,1626,1
1634,1299,399,1
1635,1301,93,1
1636,1306,1186,1
1637,1306,1500,1
1638,1307,626,1
1639,1321,147,1
1640,1325,1355,1
1641,1327,188,1
1642,1327,1191,1
1643,1327,552,1
1644,1327,1525,1
1645,1329,724,1
1646,1329,1545,1
1647,1329,1360,1
1648,1329,1627,1
1649,1330,1223,1
1650,1331,1288,1
1651,1331,1018,1
1652,1331,154,1
1653,1331,433,1
1654,1332,995,1
1655,1333,29,1
1656,1333,616,1
1657,1333,877,1
1658,1333,845,1
1659,1333,1515,1
1660,1333,1079,1
1661,1333,509,1
1662,1333,1168,1
1663,1333,681,1
1664,1333,1208,1
1665,1333,91,1
1666,1334,430,1
1667,1336,1032,1
1668,1336,509,1
1669,1336,946,1
1670,1338,1157,1
1671,1342,1366,1
1672,1342,1504,1
1673,1342,1628,1
1674,1342,261,1
1675,1628,1342,1
1676,1344,114,1
1677,1346,1406,1
1678,1348,716,1
1679,1348,999,1
1680,1348,312,1
1681,1350,188,1
1682,1355,1325,1
1683,1355,395,1
1684,1355,629,1
1685,1355,146,1
1686,1357,1398,1
1687,1359,1387,1
1688,1359,873,1
1689,1360,1329,1
1690,1360,524,1
1691,1360,1212,1
1692,1361,591,1
1693,1361,188,1
1694,1362,1624,1
1695,1366,1504,1
1696,1366,1342,1
1697,1369,857,1
1698,1371,1013,1
1699,1371,319,1
1700,1371,222,1
1701,1379,1629,1
1702,1379,1377,1
1703,1379,35,1
1704,1598,969,1
1705,1387,825,1
1706,1388,433,1
1707,1388,509,1
1708,1392,1336,1
1709,1392,509,1
1710,1395,302,1
1711,1398,1176,1
1712,1398,188,1
1713,1398,1578,1
1714,1398,1357,1
1715,1398,716,1
1716,1398,636,1
1717,1398,1147,1
1718,1398,546,1
1719,1398,509,1
1720,1398,528,1
1721,1398,965,1
1722,1398,29,1
1723,1398,223,1
1724,1398,957,1
1725,1398,1481,1
1726,1398,1432,1
1727,1398,436,1
1728,1398,160,1
1729,1398,1187,1
1730,1398,628,1
1731,1398,298,1
1732,1400,1630,1
1733,1400,1631,1
1734,1402,740,1
1735,1402,578,1
1736,1402,464,1
1737,1403,1411,1
1738,1632,1412,1
1739,1406,51,1
1740,1406,1346,1
1741,1406,4,1
1742,1406,509,1
1743,1407,441,1
1744,1407,508,1
1745,1410,1411,1
1746,1411,1403,1
1747,1412,1075,1
1748,1412,1632,1
1749,1413,436,1
1750,1413,683,1
1751,1415,109,1
1752,1415,584,1
1753,1415,499,1
1754,1415,516,1
1755,1415,433,1
1756,1415,1018,1
1757,1415,165,1
1758,1416,478,1
1759,1416,436,1
1760,1417,1466,1
1761,1418,1041,1
1762,1420,1202,1
1763,1420,568,1
1764,1420,221,1
1765,1420,452,1
1766,1422,1373,1
1767,1424,1016,1
1768,1424,1242,1
1769,1424,1272,1
1770,1427,509,1
1771,1432,1398,1
1772,1433,1633,1
1773,1435,242,1
1774,1435,29,1
1775,1435,969,1
1776,1435,1566,1
1777,1435,188,1
1778,1543,200,1
1779,1437,1039,1
1780,1620,1269,1
1781,1439,428,1
1782,1634,1101,1
1783,1634,707,1
1784,1634,1091,1
1785,1443,433,1
1786,1444,1159,1
1787,1452,1635,1
1788,1454,1636,1
1789,1637,854,1
1790,1458,554,1
1791,1458,663,1
1792,1458,448,1
1793,1459,1094,1
1794,1463,509,1
1795,1464,883,1
1796,1466,1417,1
1797,1466,396,1
1798,1466,300,1
1799,1466,938,1
1800,1468,1507,1
1801,1468,372,1
1802,1468,1288,1
1803,1469,979,1
1804,1469,1492,1
1805,1469,1498,1
1806,1469,384,1
1807,1473,1638,1
1808,1474,1639,1
1809,1475,1640,1
1810,1641,285,1
1811,1478,1641,1
1812,1478,285,1
1813,1479,792,1
1814,1479,1137,1
1815,1479,188,1
1816,1479,1182,1
1817,1480,1360,1
1818,1481,634,1
1819,1481,188,1
1820,1481,1041,1
1821,1481,1147,1
1822,1481,29,1
1823,1481,509,1
1824,1481,716,1
1825,1481,436,1
1826,1488,1147,1
1827,1491,110,1
1828,1493,490,1
1829,1494,1360,1
1830,1494,1039,1
1831,1494,1545,1
1832,1494,524,1
1833,1494,1570,1
1834,1494,1642,1
1835,1495,1062,1
1836,1516,38,1
1837,1516,645,1
1838,1504,261,1
1839,1504,716,1
1840,1504,188,1
1841,1504,1342,1
1842,1504,221,1
1843,1504,166,1
1844,1507,372,1
1845,1507,752,1
1846,1507,1468,1
1847,1507,1288,1
1848,1507,433,1
1849,1507,806,1
1850,1507,361,1
1851,1508,1187,1
1852,1508,509,1
1853,1508,938,1
